CityName;SubRegion;Region;Latitude;Longitude;Population
Сенгилей;Ульяновская область;Приволжский федеральный округ;53.96207;48.790584;0
Серафимович;Волгоградская область;Южный федеральный округ;49.584135;42.734008;0
СергиевПосад;Московская область;Центральный федеральный округ;55.520105;45.481361;0
Сердобск;Пензенская область;Приволжский федеральный округ;52.455683;44.202735;0
Сим;Челябинская область;Уральский федеральный округ;54.990716;57.689969;0
Скопин;Рязанская область;Центральный федеральный округ;53.82359;39.549328;0
Славск;Калининградская область;Северо-Западный федеральный округ;55.043819;21.680067;0
Сланцы;Ленинградская область;Северо-Западный федеральный округ;59.11779;28.088136;0
Слободской;Кировская область;Приволжский федеральный округ;58.731886;50.183674;0
Снежногорск;Мурманская область;Северо-Западный федеральный округ;69.192168;33.238303;0
Сокол;Вологодская область;Северо-Западный федеральный округ;59.460968;40.099977;0
Солигалич;Костромская область;Центральный федеральный округ;59.07858;42.287815;0
Соль-Илецк;Оренбургская область;Приволжский федеральный округ;51.16185;54.980336;0
Сольвычегодск;Архангельская область;Северо-Западный федеральный округ;61.330589;46.928089;0
Сольцы;Новгородская область;Северо-Западный федеральный округ;58.120168;30.309355;0
Сорочинск;Оренбургская область;Приволжский федеральный округ;52.429092;53.151016;0
Сосенский;Калужская область;Центральный федеральный округ;54.059489;35.966038;0
Сосновка;Кировская область;Приволжский федеральный округ;56.253352;51.283364;0
СосновыйБор;Ленинградская область;Северо-Западный федеральный округ;56.120211;93.335434;0
Сосногорск;Республика Коми;Северо-Западный федеральный округ;63.59911;53.876441;0
Спас-Деменск;Калужская область;Центральный федеральный округ;54.409834;34.018948;0
Спас-Клепики;Рязанская область;Центральный федеральный округ;55.131038;40.175786;0
Спасск;Пензенская область;Приволжский федеральный округ;53.926494;43.187729;0
Спасск-Рязанский;Рязанская область;Центральный федеральный округ;54.407072;40.376424;0
Среднеколымск;Республика Саха (Якутия);Дальневосточный федеральный округ;67.458183;153.707009;0
Среднеуральск;Свердловская область;Уральский федеральный округ;56.991837;60.477136;0
Старица;Тверская область;Центральный федеральный округ;56.514927;34.933586;0
Стародуб;Брянская область;Центральный федеральный округ;52.585277;32.760346;0
Старый Крым;Крым;Южный федеральный округ;52.585277;32.760346;0
Струнино;Владимирская область;Центральный федеральный округ;56.37493;38.584079;0
Суджа;Курская область;Центральный федеральный округ;51.190953;35.268918;0
Судогда;Владимирская область;Центральный федеральный округ;55.949879;40.856295;0
Суздаль;Владимирская область;Центральный федеральный округ;56.419836;40.449457;0
Сунжа;Республика Ингушетия;Северо-Кавказский федеральный округ;43.320353;45.047682;0
Суоярви;Республика Карелия;Северо-Западный федеральный округ;62.087896;32.373738;0
Сураж;Брянская область;Центральный федеральный округ;53.013891;32.393043;0
Суровикино;Волгоградская область;Южный федеральный округ;48.605493;42.844195;0
Сурск;Пензенская область;Приволжский федеральный округ;53.07604;45.6911;0
Сусуман;Магаданская область;Дальневосточный федеральный округ;62.780464;148.153687;0
Сухиничи;Калужская область;Центральный федеральный округ;54.101752;35.339319;0
СухойЛог;Свердловская область;Уральский федеральный округ;54.101752;35.339319;0
Сычёвка;Смоленская область;Центральный федеральный округ;55.83161;34.277834;0
Сясьстрой;Ленинградская область;Северо-Западный федеральный округ;60.141954;32.556743;0
Тавда;Свердловская область;Уральский федеральный округ;58.041871;65.272595;0
Талдом;Московская область;Центральный федеральный округ;56.73084;37.527633;0
Талица;Свердловская область;Уральский федеральный округ;56.595192;37.661689;0
Таруса;Калужская область;Центральный федеральный округ;54.729122;37.17959;0
Теберда;Республика Карачаево-Черкессия;Северо-Кавказский федеральный округ;43.443841;41.741423;0
Темников;Республика Мордовия;Приволжский федеральный округ;54.630967;43.216089;0
Терек;Республика Кабардино-Балкария;Северо-Кавказский федеральный округ;43.483865;44.140267;0
Тетюши;Республика Татарстан;Приволжский федеральный округ;54.936931;48.830074;0
Тимашёвск;Краснодарский край;Южный федеральный округ;45.61478;38.934332;0
Томари;Сахалинская область;Дальневосточный федеральный округ;47.762214;142.061627;0
Томмот;Республика Саха (Якутия);Дальневосточный федеральный округ;58.958666;126.287579;0
Торжок;Тверская область;Центральный федеральный округ;57.041338;34.96014;0
Торопец;Тверская область;Центральный федеральный округ;56.501173;31.635466;0
Тотьма;Вологодская область;Северо-Западный федеральный округ;59.973487;42.758873;0
Трёхгорный;Челябинская область;Уральский федеральный округ;54.817842;58.446423;0
Трубчевск;Брянская область;Центральный федеральный округ;52.579077;33.766073;0
Туринск;Свердловская область;Уральский федеральный округ;58.039442;63.698144;0
Тырныауз;Республика Кабардино-Балкария;Северо-Кавказский федеральный округ;43.398084;42.921423;0
Уварово;Тамбовская область;Центральный федеральный округ;51.983099;42.261;0
Углегорск;Сахалинская область;Дальневосточный федеральный округ;49.081575;142.069281;0
Удачный;Республика Саха (Якутия);Дальневосточный федеральный округ;66.406995;112.306362;0
Узловая;Тульская область;Центральный федеральный округ;53.97844;38.160299;0
Уржум;Кировская область;Приволжский федеральный округ;57.109738;50.005717;0
Урус-Мартан;Республика Чечня;Северо-Кавказский федеральный округ;43.127617;45.540614;0
Усмань;Липецкая область;Центральный федеральный округ;52.043386;39.736069;0
Усолье;Пермский край;Приволжский федеральный округ;52.756648;103.638769;0
Усть-Джегута;Республика Карачаево-Черкессия;Северо-Кавказский федеральный округ;44.083895;41.971042;0
Усть-Лабинск;Краснодарский край;Южный федеральный округ;45.213625;39.691234;0
Устюжна;Вологодская область;Северо-Западный федеральный округ;58.838391;36.442414;0
Фатеж;Курская область;Центральный федеральный округ;52.091789;35.853892;0
Фурманов;Ивановская область;Центральный федеральный округ;57.252601;41.106189;0
Хадыженск;Краснодарский край;Южный федеральный округ;44.422804;39.537326;0
Харабали;Астраханская область;Южный федеральный округ;47.409315;47.252058;0
Харовск;Вологодская область;Северо-Западный федеральный округ;59.95074;40.20631;0
Хвалынск;Саратовская область;Приволжский федеральный округ;52.495501;48.105772;0
Холм;Новгородская область;Северо-Западный федеральный округ;57.145202;31.178781;0
Хотьково;Московская область;Центральный федеральный округ;56.252182;37.978677;0
Цивильск;Республика Чувашия;Приволжский федеральный округ;55.86501;47.47298;0
Чаплыгин;Липецкая область;Центральный федеральный округ;53.240555;39.96699;0
Чегем;Республика Кабардино-Балкария;Северо-Кавказский федеральный округ;43.567114;43.586626;0
Чекалин;Тульская область;Центральный федеральный округ;54.098505;36.247372;0
Чердынь;Пермский край;Приволжский федеральный округ;60.402836;56.479543;0
Чёрмоз;Пермский край;Приволжский федеральный округ;58.784335;56.150796;0
Чистополь;Республика Татарстан;Приволжский федеральный округ;55.372334;50.643575;0
Чкаловск;Нижегородская область;Приволжский федеральный округ;56.766253;43.251105;0
Чухлома;Костромская область;Центральный федеральный округ;58.753399;42.688526;0
Шали;Республика Чечня;Северо-Кавказский федеральный округ;43.1488;45.900991;0
Шенкурск;Архангельская область;Северо-Западный федеральный округ;62.10565;42.899612;0
Шиханы;Саратовская область;Приволжский федеральный округ;52.114774;47.202327;0
Шлиссельбург;Ленинградская область;Северо-Западный федеральный округ;59.934943;31.026597;0
Шуя;Ивановская область;Центральный федеральный округ;56.852037;41.385556;0
Щёкино;Тульская область;Центральный федеральный округ;54.002146;37.517626;0
Щёлково;Московская область;Центральный федеральный округ;55.920209;37.991478;0
Щигры;Курская область;Центральный федеральный округ;51.87619;36.912;0
Щучье;Курганская область;Уральский федеральный округ;55.208831;62.747853;0
Эртиль;Воронежская область;Центральный федеральный округ;51.835727;40.799243;0
Южа;Ивановская область;Центральный федеральный округ;56.583698;42.011843;0
Южно-Сухокумск;Республика Дагестан;Северо-Кавказский федеральный округ;44.660166;45.649966;0
Юрьев-Польский;Владимирская область;Центральный федеральный округ;56.49925;39.680814;0
Юрьевец;Ивановская область;Центральный федеральный округ;57.317815;43.110995;0
Юхнов;Калужская область;Центральный федеральный округ;54.744201;35.238878;0
Ялуторовск;Тюменская область;Уральский федеральный округ;56.654689;66.312206;0
Ясногорск;Тульская область;Центральный федеральный округ;54.479555;37.689689;0
